rpm,speed,throttle_pos,engine_load,map_kpa,iat,coolant_temp,o2_voltage,fuel_trim,ltft,voltage,gear,clutch,side_stand,front_wheel_speed,rear_wheel_speed,target_label,rul_hours,failure_probability
1049.1,0.0,2.0,35.1,33.6,38.5,84.6,0.803,3.89,1.61,14.08,0,0,1,0.0,0.0,0,1017.5,0.022
3081.9,52.2,20.5,46.0,46.6,49.2,110.3,0.763,4.49,2.11,14.22,3,0,0,52.2,51.8,1,47.1,0.825
1050.8,0.0,2.0,29.9,34.7,36.5,83.8,0.298,4.62,0.08,14.07,0,0,0,0.0,0.0,0,1487.5,0.0627
2163.9,36.1,17.7,32.8,35.2,40.5,111.2,0.848,8.04,4.31,13.92,3,0,0,36.1,36.6,1,43.3,0.867
1044.0,0.0,2.2,29.6,29.5,26.9,83.5,0.689,1.55,1.07,13.95,0,0,0,0.0,0.0,0,1016.0,0.0572
1069.8,0.0,2.4,35.4,35.1,27.7,83.0,0.237,0.5,0.89,13.99,0,0,0,0.0,0.0,0,1106.7,0.0342
3579.6,95.7,20.0,68.9,67.7,44.7,115.3,0.674,6.59,6.71,13.84,5,0,0,95.7,97.2,1,46.6,0.9231
2256.9,18.9,7.4,52.6,51.6,34.0,90.2,0.846,4.36,2.04,14.28,1,0,0,18.9,18.6,0,900.0,0.0683
3364.1,71.7,19.0,63.7,62.0,33.4,89.2,0.828,3.82,2.55,14.12,4,0,0,71.7,70.3,0,1075.4,0.0376
1076.7,0.0,2.3,36.1,35.1,29.6,86.7,0.25,1.0,1.47,14.06,0,0,0,0.0,0.0,0,1341.5,0.0757
1567.7,25.8,21.6,50.7,47.3,32.3,84.9,0.849,0.64,2.65,14.06,3,0,0,25.8,25.7,0,859.0,0.0125
1059.1,0.0,2.1,38.4,36.2,33.5,85.3,0.702,5.23,1.44,14.11,0,0,1,0.0,0.0,0,1056.2,0.062
3237.2,65.5,29.4,66.4,65.4,31.9,90.0,0.244,2.18,2.41,14.16,4,0,0,65.5,66.2,0,1219.1,0.0185
2563.3,34.2,15.7,53.8,53.0,29.2,84.1,0.692,0.16,-0.31,10.38,2,0,0,34.2,33.7,3,13.0,0.9079
3239.7,54.1,6.5,49.8,51.4,33.5,91.0,0.758,3.44,0.9,14.05,3,0,0,54.1,53.2,0,923.7,0.0792
2141.3,25.2,18.3,50.9,49.5,26.8,82.5,0.22,-0.8,1.01,14.25,2,0,0,25.2,25.3,0,956.1,0.0561
2649.2,21.1,18.9,58.1,53.7,28.9,80.7,0.723,1.33,1.42,14.28,1,0,0,21.1,20.8,0,1180.8,0.0381
2672.4,33.0,6.2,44.3,44.0,36.6,88.7,0.198,1.89,0.8,14.15,2,0,0,33.0,33.6,0,1311.0,0.037
4552.7,53.0,56.8,83.0,85.8,34.1,85.2,0.252,-2.91,2.18,10.55,2,0,0,53.0,53.4,3,35.1,0.9091
1058.2,0.0,2.4,34.9,33.6,37.4,87.0,0.238,2.32,1.28,14.17,0,0,0,0.0,0.0,0,1165.7,0.0511
3593.9,96.0,19.2,68.1,67.7,38.1,88.0,0.454,-0.26,2.1,9.78,5,0,0,96.0,97.6,3,34.4,0.887
2445.6,43.1,6.5,36.5,38.1,31.0,82.6,0.828,3.53,0.65,13.98,3,0,0,43.1,43.1,0,1189.8,0.0132
3874.4,102.1,29.9,58.4,60.4,41.9,115.8,0.87,8.59,4.14,13.88,5,0,0,102.1,101.5,1,20.5,0.7243
2801.8,22.5,7.9,46.4,41.9,37.4,92.4,0.302,1.14,0.26,14.07,1,0,0,22.5,22.2,0,781.3,0.0481
899.9,0.0,2.1,32.8,58.6,29.3,91.4,0.159,23.43,9.83,14.04,0,0,0,0.0,0.0,2,78.4,0.8327
4517.1,93.6,57.4,87.5,88.9,32.6,88.7,0.348,3.19,0.47,14.17,4,0,0,93.6,92.5,0,1161.0,0.0131
2465.6,27.6,12.9,42.5,41.3,31.0,90.7,0.788,1.47,1.14,14.22,2,0,0,27.6,27.8,0,1441.2,0.0184
1564.1,19.2,17.3,34.2,35.8,35.1,87.1,0.259,1.09,1.44,14.05,2,0,0,19.2,19.4,0,871.3,0.0585
2584.4,30.7,21.2,54.0,53.3,35.2,89.7,0.263,1.74,3.08,14.23,2,0,0,30.7,31.3,0,1146.4,0.0455
2193.7,35.2,10.2,49.1,47.8,29.3,85.0,0.302,0.02,2.04,10.46,3,0,0,35.2,35.8,3,14.8,0.9681
1059.2,0.0,2.2,33.5,32.5,25.8,88.4,0.199,2.05,1.75,14.11,0,0,0,0.0,0.0,0,914.7,0.0694
2456.7,19.6,8.4,48.4,46.7,32.0,92.0,0.869,2.32,1.9,14.36,1,0,0,19.6,19.9,0,1335.5,0.0114
3071.4,39.6,47.2,71.1,98.0,36.0,91.3,0.056,18.42,14.01,13.7,2,0,0,39.6,40.1,2,107.5,0.6689
2947.2,62.4,34.5,66.3,64.2,29.1,90.3,0.264,1.74,1.52,14.06,4,0,0,62.4,62.0,0,920.5,0.0526
2471.0,42.2,13.9,45.3,44.7,33.8,89.2,0.425,2.52,2.29,11.44,3,0,0,42.2,42.8,3,26.8,0.8385
3492.1,94.5,33.9,63.1,62.2,46.5,118.2,0.816,9.89,2.52,13.42,5,0,0,94.5,95.9,1,20.1,0.7891
1123.8,9.1,12.9,50.1,53.8,34.7,83.8,0.798,-0.99,2.32,13.94,1,0,0,9.1,9.1,0,1107.2,0.0313
968.8,0.0,2.2,34.7,63.1,30.7,92.1,0.123,21.13,12.79,14.03,0,0,0,0.0,0.0,2,40.2,0.7705
1057.7,0.0,2.3,30.8,32.5,38.9,88.1,0.851,2.39,1.39,14.19,0,0,0,0.0,0.0,0,797.3,0.0347
2792.3,46.7,8.7,44.7,43.3,37.2,91.4,0.249,4.16,1.58,14.03,3,0,0,46.7,47.3,0,1470.8,0.0244
4021.4,45.9,75.0,87.9,84.8,28.1,87.7,0.734,1.04,0.98,14.16,2,0,0,45.9,45.9,0,876.5,0.0443
4112.6,110.1,19.2,59.6,60.3,38.0,83.2,0.744,2.47,1.38,14.18,5,0,0,110.1,108.8,0,1140.3,0.0378
2100.8,16.2,6.6,53.4,50.8,46.2,121.1,0.768,1.87,2.89,13.88,1,0,0,16.2,16.1,1,73.5,0.7592
1034.0,0.0,1.9,35.3,36.1,36.6,78.8,0.299,1.17,0.05,10.58,0,0,0,0.0,0.0,3,24.5,0.984
2346.8,28.2,7.0,54.1,55.5,30.0,90.7,0.282,-0.07,3.28,14.17,2,0,0,28.2,28.7,0,1051.8,0.0535
2416.0,40.5,21.9,48.2,46.0,29.8,89.8,0.805,1.84,1.2,14.04,3,0,0,40.5,39.9,0,1208.7,0.0712
2489.7,42.0,10.8,43.6,38.1,35.0,86.9,0.3,1.84,2.31,11.44,3,0,0,42.0,41.4,3,13.7,0.977
4785.4,56.0,78.3,75.2,72.0,36.4,93.1,0.798,1.83,2.42,14.14,2,0,0,56.0,56.5,0,1109.9,0.0105
1894.2,14.5,8.9,52.6,52.7,35.4,85.3,0.281,2.9,2.74,14.25,1,0,0,14.5,14.6,0,1317.3,0.0697
3623.8,95.3,31.1,58.0,57.0,38.5,89.6,0.24,2.56,2.44,14.12,5,0,0,95.3,96.0,0,1063.2,0.0721
2974.2,65.1,23.6,58.9,60.7,41.1,88.2,0.622,-0.79,1.02,10.8,4,0,0,65.1,65.4,3,36.3,0.8599
3967.0,100.8,27.7,57.1,59.2,32.1,86.5,0.719,0.25,0.34,14.27,5,0,0,100.8,100.8,0,1417.7,0.0708
3528.1,88.1,18.0,60.2,92.3,30.1,92.5,0.123,13.98,16.93,13.96,5,0,0,88.1,89.6,2,71.8,0.8267
1009.8,0.0,2.4,39.0,65.3,33.3,92.7,0.115,23.75,14.8,13.98,0,0,1,0.0,0.0,2,65.7,0.6639
2634.0,32.6,17.1,53.7,53.2,32.5,87.9,0.771,-0.63,0.75,14.29,2,0,0,32.6,32.5,0,897.0,0.0709
3467.2,92.7,16.9,57.9,55.5,35.4,83.9,0.317,2.46,1.99,14.13,5,0,0,92.7,92.4,0,1395.1,0.0609
2435.5,30.6,20.4,39.7,59.7,32.7,91.0,0.058,20.39,10.72,13.65,2,0,0,30.6,30.4,2,32.2,0.8019
3190.6,68.8,18.5,61.3,61.1,35.8,90.0,0.19,1.65,0.19,13.97,4,0,0,68.8,69.3,0,1070.9,0.0652
850.0,0.0,1.8,35.5,63.2,29.5,85.9,0.089,14.38,14.96,14.02,0,0,0,0.0,0.0,2,84.6,0.7291
4214.8,50.2,82.4,82.9,83.1,26.7,85.6,0.438,-0.45,0.75,10.29,2,0,0,50.2,50.6,3,40.3,0.9351
2212.2,26.1,17.0,52.6,50.9,39.5,114.2,0.86,7.23,2.21,14.0,2,0,0,26.1,25.7,1,62.2,0.9334
1035.4,0.0,1.8,31.2,30.9,35.8,112.3,0.747,5.36,4.23,13.62,0,0,1,0.0,0.0,1,20.8,0.7451
3897.4,83.1,68.5,81.2,98.0,34.8,88.8,0.091,17.65,16.2,14.03,4,0,0,83.1,82.2,2,89.2,0.6694
3946.0,96.0,32.8,52.5,75.5,27.4,94.9,0.116,21.18,15.78,14.11,5,0,0,96.0,96.0,2,93.8,0.7461
3272.8,53.9,9.4,42.6,45.6,32.7,90.0,0.763,1.91,1.0,14.17,3,0,0,53.9,54.1,0,905.2,0.0322
1051.0,0.0,1.9,36.5,37.3,30.1,87.0,0.837,1.98,0.42,14.21,0,0,0,0.0,0.0,0,726.5,0.017
2458.8,40.9,12.4,47.7,43.9,33.9,89.9,0.801,2.42,1.07,13.9,3,0,0,40.9,41.7,0,1279.0,0.0602
1024.9,0.0,2.0,31.1,31.2,37.1,112.9,0.88,8.5,6.05,13.76,0,0,0,0.0,0.0,1,11.5,0.9509
4536.0,72.7,84.1,92.4,92.7,34.1,80.3,0.766,1.84,1.41,14.18,3,0,0,72.7,72.2,0,977.1,0.0618
3705.6,92.1,18.5,62.7,63.4,42.0,116.2,0.711,6.99,4.25,13.94,5,0,0,92.1,92.2,1,40.3,0.8124
3792.7,84.1,70.4,81.6,81.7,29.8,87.3,0.746,1.57,0.33,14.38,4,0,0,84.1,84.6,0,1433.8,0.0737
3934.0,84.2,24.2,62.2,64.5,40.8,109.4,0.68,9.42,5.59,13.89,4,0,0,84.2,85.3,1,42.4,0.9563
1047.8,0.0,1.9,32.0,31.7,33.3,87.4,0.212,0.85,0.8,13.89,0,0,0,0.0,0.0,0,1272.5,0.0685
2507.4,29.7,18.8,49.1,49.0,40.6,124.7,0.733,5.75,4.66,14.12,2,0,0,29.7,29.4,1,64.9,0.8743
2986.4,49.7,17.3,51.6,52.6,29.8,83.4,0.307,1.14,1.74,14.17,3,0,0,49.7,50.7,0,1202.5,0.0589
1047.4,0.0,2.4,32.6,35.2,35.2,90.2,0.85,2.99,2.0,13.94,0,0,0,0.0,0.0,0,1066.0,0.07
4493.4,71.5,52.5,82.0,80.8,29.2,95.8,0.231,2.59,1.85,14.18,3,0,0,71.5,70.1,0,1296.1,0.0383
2187.7,26.2,19.1,45.1,43.5,50.8,117.5,0.661,5.22,5.38,14.03,2,0,0,26.2,26.3,1,69.2,0.8858
1027.7,0.0,2.3,43.4,41.1,29.7,85.3,0.205,2.64,1.92,14.05,0,0,0,0.0,0.0,0,1117.9,0.0678
2602.5,30.6,11.3,45.0,45.1,39.3,85.2,0.197,1.9,0.99,14.04,2,0,0,30.6,31.1,0,1258.4,0.0641
4952.0,83.0,48.0,82.5,86.6,34.3,85.6,0.48,-0.28,1.82,11.41,3,0,0,83.0,82.4,3,40.7,0.8469
3384.0,90.4,24.0,51.0,52.2,36.4,123.1,0.873,9.57,3.35,13.69,5,0,0,90.4,90.3,1,30.6,0.7354
4034.4,68.5,62.3,81.1,80.7,32.9,90.8,0.366,1.61,2.5,10.56,3,0,0,68.5,67.9,3,34.2,0.8563
1093.1,0.0,2.1,31.2,30.6,35.2,81.1,0.732,2.86,2.23,14.18,0,0,1,0.0,0.0,0,871.0,0.0516
2695.7,55.6,15.7,61.9,62.6,27.2,87.6,0.761,1.79,-0.06,14.27,4,0,0,55.6,54.7,0,960.7,0.0592
1228.5,0.0,2.0,41.1,59.2,32.8,91.9,0.168,20.36,13.09,14.08,0,0,0,0.0,0.0,2,47.3,0.6542
3939.2,103.4,30.1,62.6,60.3,30.5,86.7,0.318,1.85,1.18,13.92,5,0,0,103.4,104.7,0,1489.9,0.037
4025.6,67.0,53.3,89.8,91.8,44.4,113.4,0.735,11.9,4.3,14.12,3,0,0,67.0,66.6,1,24.2,0.9072
1036.1,0.0,2.0,37.4,35.7,29.6,82.9,0.842,1.0,1.07,14.0,0,0,1,0.0,0.0,0,850.7,0.0403
2132.4,25.8,20.9,47.7,49.1,31.5,82.4,0.691,4.05,1.12,14.13,2,0,0,25.8,26.0,0,946.2,0.0502
2320.3,18.2,10.9,36.1,36.6,33.3,88.3,0.335,0.77,1.58,14.3,1,0,0,18.2,17.8,0,884.9,0.0256
2476.7,29.0,6.6,53.6,51.5,33.9,88.3,0.347,0.32,2.31,13.87,2,0,0,29.0,28.5,0,1238.1,0.02
1806.1,29.4,18.6,46.5,48.3,33.2,90.2,0.698,1.14,1.48,14.11,3,0,0,29.4,29.0,0,1066.8,0.0163
4073.0,88.2,24.8,65.3,64.7,29.7,92.2,0.334,1.55,2.09,13.92,4,0,0,88.2,87.4,0,1174.3,0.036
2592.4,31.4,19.4,45.2,47.2,28.1,87.2,0.574,-0.81,0.82,10.29,2,0,0,31.4,31.6,3,4.7,0.8105
3118.5,85.6,26.2,49.9,49.6,29.4,86.3,0.305,2.41,0.23,14.03,5,0,0,85.6,85.1,0,897.4,0.0545
3447.4,71.6,34.0,71.8,69.8,36.8,116.3,0.715,5.5,3.35,13.68,4,0,0,71.6,72.6,1,23.7,0.9257
4976.4,76.9,67.0,92.6,98.0,32.7,97.5,0.12,18.56,20.34,13.7,3,0,0,76.9,75.6,2,93.1,0.7937
3032.7,78.6,24.6,60.2,58.5,27.7,89.8,0.185,0.26,1.0,14.21,5,0,0,78.6,78.3,0,1222.0,0.0761
1927.6,23.2,10.3,54.8,57.9,26.8,95.0,0.819,0.68,2.5,13.95,2,0,0,23.2,23.3,0,1468.6,0.0455
3326.9,68.0,17.2,70.3,70.6,46.8,114.9,0.726,8.78,2.19,14.04,4,0,0,68.0,66.9,1,68.3,0.8089
3032.6,76.2,26.0,58.2,57.9,47.0,110.9,0.65,8.26,3.56,13.95,5,0,0,76.2,75.6,1,60.3,0.8739
1057.0,0.0,2.0,32.9,35.1,45.2,115.2,0.803,2.81,4.36,14.08,0,0,0,0.0,0.0,1,52.7,0.726
4028.8,86.3,19.2,51.2,75.9,28.1,95.5,0.14,19.7,9.89,14.1,4,0,0,86.3,87.2,2,106.3,0.7451
2049.5,31.9,17.0,61.4,61.4,36.3,94.1,0.592,-2.09,0.32,11.66,3,0,0,31.9,31.9,3,35.4,0.8735
1032.1,0.0,1.9,33.0,32.5,33.1,83.1,0.708,0.72,0.99,13.83,0,0,1,0.0,0.0,0,737.1,0.0277
2306.5,27.4,7.8,48.6,46.6,36.2,86.0,0.284,1.13,0.87,14.12,2,0,0,27.4,27.8,0,815.8,0.076
3303.9,87.0,27.6,64.7,65.0,44.4,124.0,0.895,8.89,3.61,13.76,5,0,0,87.0,87.6,1,23.3,0.8691
1041.6,0.0,1.9,30.7,29.0,35.8,87.4,0.31,-1.96,1.54,14.1,0,0,1,0.0,0.0,0,1339.8,0.0138
4694.0,74.8,52.4,77.0,98.0,35.0,96.1,0.189,24.43,13.63,13.67,3,0,0,74.8,74.3,2,25.3,0.8559
1041.6,0.0,2.2,35.2,34.4,33.8,90.4,0.261,2.11,0.76,14.0,0,0,0,0.0,0.0,0,901.3,0.0377
3136.8,38.7,18.3,52.4,51.9,27.3,84.7,0.311,2.76,3.33,14.06,2,0,0,38.7,38.6,0,1139.0,0.0119
3807.8,76.3,25.1,56.5,86.2,36.6,101.7,0.19,19.99,15.77,13.83,4,0,0,76.3,75.8,2,76.5,0.8226
2871.7,78.4,17.7,62.8,64.0,32.7,87.0,0.833,0.78,0.68,13.92,5,0,0,78.4,78.0,0,1258.3,0.0325
1035.5,0.0,2.1,33.7,36.8,39.4,84.2,0.302,2.49,2.14,14.08,0,0,1,0.0,0.0,0,751.6,0.026
1029.2,0.0,2.1,31.4,32.2,36.1,87.9,0.225,0.94,1.74,14.14,0,0,0,0.0,0.0,0,1289.4,0.0331
2250.0,19.3,19.9,56.5,81.2,31.7,92.6,0.168,18.22,16.63,14.12,1,0,0,19.3,19.2,2,118.8,0.8106
3722.7,76.0,21.2,57.9,59.8,27.5,86.6,0.832,2.01,3.37,14.27,4,0,0,76.0,77.4,0,1414.2,0.0563
1882.3,32.4,19.4,50.4,67.5,27.6,93.9,0.087,19.31,14.39,13.73,3,0,0,32.4,32.6,2,113.1,0.8826
1073.5,0.0,2.3,28.7,29.2,27.6,82.6,0.745,0.85,-0.2,14.17,0,0,0,0.0,0.0,0,1030.7,0.058
2409.2,37.1,20.0,57.0,73.2,34.8,93.1,0.198,20.62,14.75,13.83,3,0,0,37.1,37.3,2,29.3,0.917
2193.0,40.1,11.6,49.1,66.9,29.3,94.5,0.061,23.07,11.38,14.27,3,0,0,40.1,40.7,2,102.3,0.8745
2104.9,22.9,7.8,44.2,42.2,37.1,80.1,0.848,2.71,1.35,14.26,2,0,0,22.9,23.2,0,1010.8,0.025
2635.9,42.3,21.0,46.6,48.3,38.4,93.4,0.227,1.82,1.63,14.24,3,0,0,42.3,43.0,0,860.1,0.029
2263.6,18.6,11.5,39.7,43.5,29.1,88.8,0.847,4.2,1.11,13.81,1,0,0,18.6,19.0,0,704.5,0.0755
1048.9,0.0,1.9,37.1,34.2,43.4,117.1,0.864,9.05,4.7,13.77,0,0,0,0.0,0.0,1,68.1,0.9162
1072.8,0.0,1.9,34.9,35.7,37.0,83.4,0.296,-1.91,2.32,13.88,0,0,1,0.0,0.0,0,1048.0,0.0368
2815.0,36.1,12.6,44.9,42.5,44.7,109.9,0.819,6.49,0.55,13.62,2,0,0,36.1,35.8,1,47.6,0.7954
1022.1,0.0,2.2,40.9,36.7,35.3,87.6,0.204,2.43,0.58,14.1,0,0,0,0.0,0.0,0,769.7,0.0109
3900.2,101.0,34.5,57.9,59.0,29.1,86.3,0.184,3.19,2.37,14.31,5,0,0,101.0,99.1,0,1008.8,0.0645
1067.2,0.0,2.2,40.2,38.7,38.6,83.3,0.241,1.38,1.55,14.13,0,0,0,0.0,0.0,0,976.0,0.059
3071.4,49.1,11.0,53.0,50.4,30.7,88.5,0.238,2.32,2.27,14.19,3,0,0,49.1,48.8,0,1298.7,0.0312
2437.4,31.0,11.0,51.4,51.0,33.8,89.8,0.25,2.41,1.76,14.31,2,0,0,31.0,30.7,0,1220.5,0.0745
1579.8,0.0,2.5,36.3,54.5,28.4,91.5,0.091,16.44,12.28,13.85,0,0,0,0.0,0.0,2,39.7,0.7616
2010.1,17.6,7.6,54.5,54.2,38.0,120.3,0.883,10.94,5.64,13.8,1,0,0,17.6,17.7,1,41.3,0.8688
1027.8,0.0,2.1,32.0,32.9,33.4,83.9,0.323,1.56,1.89,14.07,0,0,0,0.0,0.0,0,760.7,0.0443
2727.5,45.8,14.7,47.2,48.8,33.3,83.1,0.609,0.73,0.48,10.14,3,0,0,45.8,45.3,3,4.6,0.8639
1929.1,14.8,16.5,59.1,58.7,42.8,121.9,0.745,6.92,5.27,13.69,1,0,0,14.8,14.6,1,73.1,0.7812
4230.4,50.1,44.5,82.7,81.9,39.2,87.4,0.222,0.91,3.34,10.71,2,0,0,50.1,49.9,3,38.1,0.9302
1050.1,0.0,2.4,27.9,30.8,36.3,86.0,0.714,2.59,1.15,14.07,0,0,0,0.0,0.0,0,965.7,0.0408
1031.5,0.0,1.8,36.8,33.3,34.5,84.2,0.81,-0.62,1.31,14.03,0,0,0,0.0,0.0,0,1006.0,0.0261
1042.7,0.0,2.5,31.9,33.8,34.4,84.7,0.789,-0.49,1.63,14.08,0,0,0,0.0,0.0,0,1019.3,0.0166
2056.7,16.8,10.2,58.6,57.4,37.1,113.9,0.869,5.84,4.61,13.85,1,0,0,16.8,17.1,1,66.6,0.7505
2810.5,45.6,16.4,56.1,54.1,26.5,89.5,0.264,0.5,1.26,14.2,3,0,0,45.6,45.1,0,1471.8,0.0795
3513.4,74.8,20.8,55.1,54.2,29.5,87.7,0.691,2.27,1.27,14.18,4,0,0,74.8,74.1,0,1145.5,0.0172
2273.9,17.6,12.9,48.6,48.8,30.3,93.4,0.688,5.39,1.68,14.15,1,0,0,17.6,17.3,0,1301.4,0.0676
3112.7,36.1,12.3,42.0,45.7,31.2,87.1,0.868,1.45,0.47,14.36,2,0,0,36.1,36.4,0,1054.9,0.0258
2352.5,38.6,8.3,46.0,46.2,35.6,117.3,0.808,10.03,2.83,13.83,3,0,0,38.6,38.1,1,28.9,0.907
3057.3,80.7,28.5,63.5,59.6,36.0,87.4,0.742,2.0,1.86,14.14,5,0,0,80.7,80.1,0,1209.0,0.0516
2889.8,33.4,9.7,47.3,46.0,37.6,82.0,0.227,0.61,2.03,14.08,2,0,0,33.4,32.8,0,1239.7,0.0241
2711.5,44.8,17.4,42.0,45.7,43.0,127.6,0.802,10.58,4.07,13.72,3,0,0,44.8,44.2,1,72.2,0.8505
4704.7,71.4,48.1,74.5,80.3,32.8,86.9,0.507,0.46,1.86,10.69,3,0,0,71.4,70.2,3,38.6,0.8887
1058.5,0.0,2.4,39.1,37.1,41.8,115.4,0.884,7.68,3.19,13.62,0,0,0,0.0,0.0,1,37.5,0.7455
3559.9,75.6,31.8,63.8,60.8,34.6,82.2,0.467,1.39,0.25,10.79,4,0,0,75.6,76.2,3,16.4,0.8857
1253.1,0.0,2.2,34.6,66.0,28.5,95.9,0.197,19.06,16.0,13.95,0,0,1,0.0,0.0,2,44.8,0.8598
3527.3,92.4,18.5,62.7,64.5,29.6,88.6,0.24,3.1,1.22,14.19,5,0,0,92.4,93.1,0,809.7,0.076
4415.3,93.4,84.4,71.8,73.8,34.1,83.7,0.851,2.04,1.17,14.1,4,0,0,93.4,93.9,0,1010.0,0.0418
2027.4,15.2,11.8,57.4,58.6,44.2,116.8,0.837,2.95,4.57,13.99,1,0,0,15.2,14.9,1,24.1,0.9324
1030.2,0.0,2.2,34.1,32.0,45.2,116.4,0.891,5.19,1.91,13.67,0,0,1,0.0,0.0,1,36.4,0.8877
1946.3,21.6,18.9,51.3,51.3,37.6,113.4,0.724,7.42,2.62,13.95,2,0,0,21.6,21.2,1,37.0,0.8243
1967.0,24.2,13.2,34.2,36.1,31.8,85.4,0.283,2.1,1.87,14.22,2,0,0,24.2,23.9,0,1042.5,0.0766
2766.5,46.7,9.7,52.5,50.7,35.2,80.7,0.287,4.42,3.11,14.16,3,0,0,46.7,47.2,0,705.2,0.0532
1953.1,18.8,8.0,51.2,52.4,38.4,93.4,0.807,1.56,2.43,14.16,1,0,0,18.8,18.5,0,1216.6,0.0451
1033.3,0.0,1.9,33.0,33.9,35.2,83.5,0.78,0.45,1.23,14.08,0,0,0,0.0,0.0,0,1093.0,0.0663
5230.7,62.4,56.8,87.4,88.9,36.9,87.3,0.303,0.21,1.86,14.1,2,0,0,62.4,63.3,0,1122.3,0.0316
3849.2,80.1,16.4,61.7,88.1,38.7,94.1,0.13,20.24,18.11,13.95,4,0,0,80.1,80.2,2,112.7,0.689
1050.1,0.0,1.9,31.5,33.9,34.0,82.8,0.773,2.58,3.65,13.89,0,0,0,0.0,0.0,0,1431.3,0.0519
1049.0,0.0,1.9,34.6,31.7,27.8,82.2,0.235,1.62,0.9,13.94,0,0,0,0.0,0.0,0,780.3,0.0171
1044.3,0.0,2.0,37.2,34.3,35.8,89.6,0.759,-0.43,0.66,14.05,0,0,0,0.0,0.0,0,1464.1,0.0213
1048.4,0.0,2.4,33.2,32.0,35.8,124.5,0.706,9.64,7.16,13.84,0,0,0,0.0,0.0,1,29.7,0.7879
5038.8,61.5,81.0,91.6,89.0,35.3,89.7,0.795,0.91,0.46,14.06,2,0,0,61.5,62.0,0,822.3,0.0435
4833.0,76.3,71.3,82.1,85.0,35.9,88.4,0.283,2.2,2.13,14.08,3,0,0,76.3,76.6,0,1378.4,0.0683
2531.7,44.2,7.3,45.6,45.5,32.0,90.2,0.31,0.77,0.97,14.19,3,0,0,44.2,44.8,0,881.7,0.0593
1037.7,0.0,1.8,33.6,37.7,29.7,83.0,0.288,0.94,1.51,13.88,0,0,0,0.0,0.0,0,1223.3,0.0504
3963.7,86.4,61.7,88.2,89.6,31.8,87.7,0.677,1.84,1.89,10.32,4,0,0,86.4,87.5,3,23.2,0.9031
3062.7,48.8,16.3,47.5,47.0,34.1,88.5,0.481,-0.89,0.74,10.57,3,0,0,48.8,47.9,3,14.0,0.8824
3231.3,67.6,16.6,56.9,57.7,28.4,86.4,0.694,0.7,0.39,14.19,4,0,0,67.6,67.0,0,993.3,0.0535
3613.1,76.2,34.0,67.6,68.0,28.8,88.6,0.336,3.38,0.14,14.05,4,0,0,76.2,76.1,0,1057.2,0.0205
1031.9,0.0,2.1,34.1,34.7,33.4,110.4,0.898,4.91,7.93,13.96,0,0,0,0.0,0.0,1,50.1,0.8475
3050.1,82.2,18.8,64.6,61.9,34.6,84.4,0.293,0.1,0.66,14.23,5,0,0,82.2,82.3,0,1118.6,0.0688
1053.7,0.0,2.4,35.8,35.8,39.0,88.2,0.322,5.25,0.38,14.01,0,0,0,0.0,0.0,0,980.1,0.0386
3490.8,28.7,12.2,40.8,40.5,37.1,83.0,0.701,-0.48,2.84,14.34,1,0,0,28.7,28.5,0,809.0,0.0168
3740.9,100.1,34.2,51.3,49.2,34.4,86.8,0.411,-0.09,2.64,10.65,5,0,0,100.1,99.0,3,34.0,0.8604
3051.7,79.0,29.8,57.6,62.4,25.1,92.3,0.196,1.36,1.62,14.15,5,0,0,79.0,79.6,0,1097.1,0.0279
1041.3,0.0,1.8,33.8,35.5,29.5,91.1,0.2,2.02,0.73,13.82,0,0,1,0.0,0.0,0,1350.9,0.0762
2853.4,77.1,33.0,63.0,64.6,36.1,120.9,0.75,5.96,5.14,13.97,5,0,0,77.1,78.6,1,21.6,0.74
3657.8,77.7,14.2,72.3,71.7,34.9,87.2,0.827,4.49,-0.09,14.23,4,0,0,77.7,77.2,0,1257.2,0.0622
4198.8,46.2,72.2,85.8,86.9,28.0,87.8,0.735,1.94,1.97,14.27,2,0,0,46.2,45.7,0,1113.3,0.0157
3928.9,89.3,52.1,88.0,90.0,26.7,89.4,0.577,-1.49,1.34,10.78,4,0,0,89.3,89.4,3,43.6,0.9281
2291.0,18.7,20.9,59.0,62.4,34.8,83.0,0.277,0.76,0.6,14.26,1,0,0,18.7,18.9,0,1354.0,0.0781
2760.4,55.4,19.2,65.7,64.0,41.2,129.2,0.761,5.94,4.85,13.89,4,0,0,55.4,56.4,1,42.1,0.7296
2702.2,31.9,16.9,47.4,47.8,38.3,90.0,0.209,1.73,3.2,14.35,2,0,0,31.9,32.2,0,1211.0,0.0441
3042.6,22.0,15.2,47.9,48.9,28.6,84.2,0.344,2.07,0.43,14.17,1,0,0,22.0,22.2,0,1209.5,0.0772
2217.7,28.0,9.2,34.7,39.1,37.2,86.5,0.879,3.56,0.24,14.2,2,0,0,28.0,28.2,0,947.4,0.0355
5684.5,64.0,54.3,67.0,68.3,28.3,89.6,0.272,1.49,1.86,14.28,2,0,0,64.0,63.2,0,758.5,0.0774
1048.8,0.0,1.8,34.5,38.1,30.1,86.1,0.347,0.77,1.3,13.95,0,0,0,0.0,0.0,0,1247.9,0.0392
1075.3,0.0,2.1,27.8,54.9,37.9,94.0,0.193,19.44,13.53,14.18,0,0,0,0.0,0.0,2,95.0,0.7013
